MONTH,DAY,TIME,TEMP,PRESSURE
2,14,11,2.9,9907
2,14,12,2.7,9913
2,14,13,2.4,9921
2,14,14,2.6,9928
2,14,15,2.3,9940
2,14,16,1.9,9951
2,14,17,2.4,9964
2,14,18,2.6,9975
2,14,19,2.6,9990
2,14,20,2.6,10001
2,14,21,2.7,10013
2,14,22,2.8,10026
2,14,23,2.8,10038
2,14,24,3.0,10052
2,15,1,3.2,10065
2,15,2,3.1,10079
2,15,3,2.8,10094
2,15,4,2.4,10107
2,15,5,2.3,10120
2,15,6,2.7,10132
2,15,7,2.3,10146
2,15,8,3.0,10159
2,15,9,3.8,10171
2,15,10,4.2,10183
2,15,11,5.3,10195
2,15,12,6.2,10203
2,15,13,4.4,10215
2,15,14,5.5,10223
2,15,15,5.0,10233
2,15,16,5.0,10245
2,15,17,3.9,10257
2,15,18,2.4,10269
2,15,19,0.7,10281
2,15,20,-1.1,10290
2,15,21,-2.4,10301
2,15,22,-2.1,10313
2,15,23,-2.5,10318
2,15,24,-2.2,10329
2,16,1,-3.0,10333
2,16,2,-3.4,10337
2,16,3,-3.6,10338
2,16,4,-3.7,10342
2,16,5,-4.0,10347
2,16,6,-3.8,10354
2,16,7,-4.4,10361
2,16,8,-2.5,10367
2,16,9,1.8,10370
2,16,10,5.0,10369
2,16,11,5.1,10370
2,16,12,5.2,10367
2,16,13,5.8,10364
2,16,14,5.4,10358
2,16,15,5.1,10359
2,16,16,4.0,10348
2,16,17,2.0,10345
2,16,18,0.7,10341
2,16,19,-0.1,10346
2,16,20,-0.8,10342
2,16,21,-0.6,10339
2,16,22,-2.3,10335
2,16,23,-1.4,10321
2,16,24,-1.2,10308
2,17,1,-1.9,10300
2,17,2,-2.5,10294
2,17,3,-4.0,10286
2,17,4,-3.1,10276
2,17,5,-3.0,10269
2,17,6,-3.5,10263
2,17,7,-3.8,10253
2,17,8,-2.5,10244
2,17,9,-1.5,10235
2,17,10,-0.4,10223
2,17,11,0.7,10214
2,17,12,1.9,10199
2,17,13,2.4,10183
2,17,14,2.9,10173
2,17,15,3.5,10166
2,17,16,2.0,10155
2,17,17,0.6,10152
2,17,18,-1.1,10152
2,17,19,-2.6,10147
2,17,20,-3.0,10143
2,17,21,-2.8,10138
2,17,22,-2.9,10135
2,17,23,-2.4,10133
2,17,24,-2.1,10130
2,18,1,-1.7,10128
2,18,2,-2.6,10127
2,18,3,-1.2,10124
2,18,4,-0.4,10123
2,18,5,0.1,10124
2,18,6,0.3,10122
2,18,7,0.2,10125
2,18,8,0.4,10129
2,18,9,0.6,10130
2,18,10,1.4,10134
2,18,11,2.0,10136
2,18,12,2.3,10137
2,18,13,2.5,10136
2,18,14,2.5,10139
2,18,15,2.3,10143
2,18,16,2.4,10147
2,18,17,2.5,10149
2,18,18,2.2,10154
2,18,19,2.0,10157
2,18,20,2.0,10160
2,18,21,1.9,10163
2,18,22,1.8,10164
2,18,23,1.9,10165
2,18,24,1.8,10167
2,19,1,1.6,10170
2,19,2,1.5,10169
2,19,3,0.6,10172
2,19,4,0.2,10174
2,19,5,-0.9,10179
2,19,6,-2.1,10182
2,19,7,-2.7,10185
2,19,8,-0.7,10189
2,19,9,4.3,10191
2,19,10,6.5,10196
2,19,11,7.2,10196
2,19,12,7.3,10193
2,19,13,8.2,10189
2,19,14,8.0,10186
2,19,15,7.4,10183
2,19,16,6.7,10178
2,19,17,6.4,10176
2,19,18,5.9,10175
2,19,19,5.5,10167
2,19,20,5.6,10158
2,19,21,6.0,10148
2,19,22,6.1,10138
2,19,23,6.4,10129
2,19,24,5.5,10116
2,20,1,5.6,10107
2,20,2,5.3,10092
2,20,3,5.9,10082
2,20,4,6.4,10078
2,20,5,6.8,10079
2,20,6,7.8,10072
2,20,7,8.7,10073
2,20,8,8.9,10076
2,20,9,8.9,10082
2,20,10,9.0,10086
2,20,11,9.1,10087
2,20,12,9.1,10088
2,20,13,9.1,10084
2,20,14,8.4,10083
2,20,15,7.9,10071
2,20,16,8.9,10071
2,20,17,9.1,10064
2,20,18,9.5,10054
2,20,19,10.0,10052
2,20,20,10.2,10055
2,20,21,10.3,10059
2,20,22,10.5,10061
2,20,23,10.4,10066
2,20,24,9.1,10082
2,21,1,9.0,10088
2,21,2,9.0,10092
2,21,3,9.3,10097
2,21,4,9.6,10098
2,21,5,10.1,10095
2,21,6,10.2,10091
2,21,7,10.0,10098
2,21,8,10.4,10094
2,21,9,10.7,10087
2,21,10,10.7,10089
2,21,11,10.7,10089
2,21,12,11.2,10084
2,21,13,11.0,10078
2,21,14,10.8,10074
2,21,15,10.5,10072
2,21,16,10.6,10069
2,21,17,10.5,10068
2,21,18,11.0,10067
2,21,19,11.1,10059
2,21,20,11.0,10059
2,21,21,11.1,10056
2,21,22,10.7,10055
2,21,23,10.6,10055
2,21,24,10.6,10050
2,22,1,10.5,10048
2,22,2,10.5,10046
2,22,3,10.2,10043
2,22,4,8.5,10048
2,22,5,7.5,10054
2,22,6,6.5,10059
2,22,7,6.4,10060
2,22,8,6.5,10063
2,22,9,6.7,10065
2,22,10,6.4,10070
2,22,11,5.8,10074
2,22,12,6.4,10071
2,22,13,7.3,10071
2,22,14,7.3,10071
2,22,15,6.9,10070
2,22,16,6.4,10073
2,22,17,6.7,10078
2,22,18,6.5,10085
2,22,19,5.9,10089
2,22,20,6.4,10091
2,22,21,6.1,10095
2,22,22,5.7,10096
2,22,23,5.6,10098
2,22,24,4.6,10099
2,23,1,4.4,10099
2,23,2,5.1,10102
2,23,3,4.5,10101
2,23,4,5.4,10102
2,23,5,4.2,10106
2,23,6,4.1,10109
2,23,7,3.2,10111
2,23,8,6.4,10114
2,23,9,5.9,10121
2,23,10,5.8,10129
2,23,11,6.8,10133
2,23,12,7.4,10139
2,23,13,5.6,10141
2,23,14,7.0,10142
2,23,15,6.0,10148
2,23,16,5.5,10155
2,23,17,5.3,10162
2,23,18,5.4,10171
2,23,19,4.9,10178
2,23,20,4.6,10183
2,23,21,4.1,10185
2,23,22,3.0,10187
2,23,23,2.3,10191
2,23,24,3.3,10193
2,24,1,3.3,10194
2,24,2,1.6,10194
2,24,3,2.2,10192
2,24,4,0.7,10189
2,24,5,0.3,10190
2,24,6,0.6,10188
2,24,7,-1.6,10188
2,24,8,2.7,10189
2,24,9,4.1,10189
2,24,10,4.3,10188
2,24,11,4.4,10186
2,24,12,6.4,10179
2,24,13,5.2,10172
2,24,14,4.9,10164
2,24,15,5.3,10161
2,24,16,5.0,10159
2,24,17,3.3,10153
2,24,18,2.0,10157
2,24,19,1.8,10152
2,24,20,0.8,10152
2,24,21,0.4,10152
2,24,22,0.5,10148
2,24,23,0.0,10144
2,24,24,-0.6,10143
2,25,1,1.5,10141
2,25,2,1.4,10137
2,25,3,1.9,10134
2,25,4,1.7,10133
2,25,5,0.3,10132
2,25,6,1.7,10133
2,25,7,0.8,10133
2,25,8,2.5,10138
2,25,9,3.8,10140
2,25,10,3.1,10145
2,25,11,1.6,10149
2,25,12,4.3,10145
2,25,13,4.9,10142
2,25,14,5.3,10142
2,25,15,4.5,10143
2,25,16,4.2,10144
2,25,17,2.4,10143
2,25,18,3.5,10148
2,25,19,2.1,10151
2,25,20,1.6,10151
2,25,21,2.2,10153
2,25,22,1.3,10155
2,25,23,1.2,10151
2,25,24,1.1,10152
2,26,1,1.3,10151
2,26,2,1.2,10144
2,26,3,1.1,10138
2,26,4,1.2,10135
2,26,5,1.6,10133
2,26,6,1.4,10131
2,26,7,1.5,10130
2,26,8,1.9,10133
2,26,9,3.3,10133
2,26,10,4.3,10131
2,26,11,5.0,10129
2,26,12,5.7,10125
2,26,13,5.5,10120
2,26,14,5.6,10114
2,26,15,5.6,10109
2,26,16,4.9,10104
2,26,17,3.7,10103
2,26,18,2.2,10106
2,26,19,2.1,10107
2,26,20,1.1,10106
2,26,21,1.5,10105
2,26,22,2.4,10104
2,26,23,2.5,10102
2,26,24,2.3,10102
2,27,1,2.0,10102
2,27,2,2.0,10099
2,27,3,1.8,10098
2,27,4,1.6,10098
2,27,5,0.7,10101
2,27,6,1.1,10102
2,27,7,0.6,10107
2,27,8,1.6,10114
2,27,9,3.1,10116
2,27,10,4.4,10117
2,27,11,5.3,10118
2,27,12,5.6,10118
2,27,13,5.4,10117
2,27,14,5.7,10117
2,27,15,5.3,10118
2,27,16,5.1,10118
2,27,17,3.9,10125
2,27,18,3.6,10135
2,27,19,3.3,10142
2,27,20,2.2,10149
2,27,21,2.4,10151
2,27,22,1.9,10156
2,27,23,1.6,10157
2,27,24,0.9,10162
2,28,1,-0.1,10163
2,28,2,0.4,10164
2,28,3,0.1,10166
2,28,4,0.9,10170
2,28,5,0.8,10175
2,28,6,0.6,10181
2,28,7,0.0,10190
2,28,8,2.2,10197
2,28,9,3.2,10203
2,28,10,4.5,10207
2,28,11,5.4,10208
2,28,12,5.9,10208
2,28,13,6.2,10205
2,28,14,6.3,10205
2,28,15,5.9,10208
2,28,16,5.7,10212
2,28,17,4.7,10218
2,28,18,3.1,10227
2,28,19,3.3,10235
2,28,20,3.0,10242
2,28,21,2.2,10247
2,28,22,1.4,10247
2,28,23,-0.1,10246
2,28,24,0.4,10247
2,29,1,0.1,10246
2,29,2,-0.2,10247
2,29,3,0.0,10247
2,29,4,0.7,10244
2,29,5,-1.6,10247
2,29,6,-0.9,10250
2,29,7,0.6,10255
2,29,8,1.3,10264
2,29,9,3.6,10264
2,29,10,4.3,10261
2,29,11,4.7,10259
2,29,12,5.7,10256
2,29,13,5.3,10253
2,29,14,6.2,10251
2,29,15,5.9,10252
2,29,16,5.2,10251
2,29,17,3.7,10254
2,29,18,1.8,10255
2,29,19,0.9,10255
2,29,20,-0.9,10255
2,29,21,-2.2,10256
2,29,22,-2.6,10253
2,29,23,-3.0,10251
2,29,24,-3.6,10245
3,1,1,-4.3,10242
3,1,2,-4.2,10234
3,1,3,-3.7,10227
3,1,4,-2.9,10220
3,1,5,-0.6,10213
3,1,6,0.3,10201
3,1,7,0.9,10192
3,1,8,1.4,10185
3,1,9,2.4,10171
3,1,10,2.9,10154
3,1,11,3.7,10140
3,1,12,3.5,10123
3,1,13,3.9,10106
3,1,14,4.3,10092
3,1,15,4.8,10081
3,1,16,5.4,10070
3,1,17,5.9,10062
3,1,18,7.0,10058
3,1,19,7.7,10051
3,1,20,8.0,10041
3,1,21,8.4,10039
3,1,22,8.7,10033
3,1,23,8.5,10025
3,1,24,8.8,10015
3,2,1,8.6,10005
3,2,2,8.3,9997
3,2,3,7.9,9987
3,2,4,7.9,9983
3,2,5,7.8,9976
3,2,6,4.7,9975
3,2,7,4.1,9974
3,2,8,5.0,9981
3,2,9,5.6,9979
3,2,10,6.4,9977
3,2,11,7.5,9972
3,2,12,7.3,9964
3,2,13,7.1,9951
3,2,14,6.9,9936
3,2,15,5.8,9929
3,2,16,2.7,9927
3,2,17,2.9,9922
3,2,18,3.1,9928
3,2,19,3.2,9930
3,2,20,3.2,9935
3,2,21,2.9,9940
3,2,22,4.8,9943
3,2,23,3.9,9950
3,2,24,4.1,9954
3,3,1,3.9,9953
3,3,2,2.6,9951
3,3,3,0.7,9953
3,3,4,1.2,9961
3,3,5,2.2,9969
3,3,6,0.6,9977
3,3,7,0.9,9989
3,3,8,2.8,9997
3,3,9,5.0,10009
3,3,10,6.0,10018
3,3,11,6.7,10025
3,3,12,6.6,10031
3,3,13,7.0,10034
3,3,14,6.3,10040
3,3,15,6.8,10045
3,3,16,6.5,10046
3,3,17,5.5,10050
3,3,18,3.3,10054
3,3,19,2.8,10048
3,3,20,0.9,10051
3,3,21,2.3,10042
3,3,22,2.6,10039
3,3,23,2.6,10032
3,3,24,2.6,10020
3,4,1,3.0,10009
3,4,2,2.9,10001
3,4,3,2.6,9985
3,4,4,3.0,9970
3,4,5,3.5,9957
3,4,6,2.5,9939
3,4,7,3.0,9931
3,4,8,2.6,9926
3,4,9,1.8,9921
3,4,10,2.2,9916
3,4,11,2.5,9912
3,4,12,2.7,9909
3,4,13,3.3,9908
3,4,14,3.9,9908
3,4,15,5.2,9910
3,4,16,5.4,9913
3,4,17,5.0,9923
3,4,18,3.1,9930
3,4,19,1.2,9934
3,4,20,0.0,9936
3,4,21,-0.7,9940
3,4,22,-1.4,9942
3,4,23,-1.9,9945
3,4,24,-1.7,9946
3,5,1,-2.3,9949
3,5,2,-2.7,9945
3,5,3,-2.7,9943
3,5,4,-3.4,9945
3,5,5,-3.2,9951
3,5,6,-1.3,9952
3,5,7,-2.9,9952
3,5,8,-0.5,9957
3,5,9,3.7,9959
3,5,10,6.1,9960
3,5,11,7.1,9960
3,5,12,6.6,9961
3,5,13,6.4,9961
3,5,14,6.7,9961
3,5,15,7.4,9962
3,5,16,6.1,9963
3,5,17,5.5,9966
3,5,18,2.4,9971
3,5,19,2.3,9974
3,5,20,2.3,9976
3,5,21,2.8,9978
3,5,22,2.9,9979
3,5,23,3.2,9979
3,5,24,3.1,9979
3,6,1,3.3,9980
3,6,2,2.3,9980
3,6,3,2.0,9982
3,6,4,1.0,9983
3,6,5,0.5,9985
3,6,6,-0.9,9988
3,6,7,0.4,9993
3,6,8,0.9,9995
3,6,9,3.3,9999
3,6,10,5.1,10002
3,6,11,3.5,10003
3,6,12,6.1,10004
3,6,13,5.9,10005
3,6,14,5.9,10007
3,6,15,5.5,10010
3,6,16,5.2,10011
3,6,17,5.0,10013
3,6,18,3.9,10017
3,6,19,4.6,10019
3,6,20,4.6,10021
3,6,21,4.8,10022
3,6,22,3.7,10021
3,6,23,1.9,10025
3,6,24,1.7,10022
3,7,1,1.6,10025
3,7,2,0.6,10022
3,7,3,0.6,10022
3,7,4,0.7,10024
3,7,5,0.3,10030
3,7,6,0.3,10029
3,7,7,0.0,10035
3,7,8,2.1,10040
3,7,9,2.7,10043
3,7,10,4.0,10044
3,7,11,5.4,10045
3,7,12,5.5,10051
3,7,13,5.6,10053
3,7,14,5.2,10056
3,7,15,5.5,10059
3,7,16,5.2,10066
3,7,17,4.3,10073
3,7,18,2.1,10081
3,7,19,2.3,10089
3,7,20,2.8,10097
3,7,21,2.9,10101
3,7,22,2.8,10106
3,7,23,1.4,10110
3,7,24,0.6,10115
3,8,1,0.4,10120
3,8,2,1.0,10120
3,8,3,1.2,10122
3,8,4,2.1,10123
3,8,5,1.4,10127
3,8,6,2.0,10133
3,8,7,1.8,10139
3,8,8,4.5,10143
3,8,9,5.6,10145
3,8,10,7.4,10147
3,8,11,6.3,10150
3,8,12,6.7,10151
3,8,13,7.1,10148
3,8,14,5.5,10151
3,8,15,6.0,10147
3,8,16,6.2,10144
3,8,17,5.7,10148
3,8,18,5.1,10148
3,8,19,4.9,10142
3,8,20,4.5,10131
3,8,21,4.9,10127
3,8,22,5.1,10117
3,8,23,4.9,10105
3,8,24,5.2,10096
3,9,1,5.1,10087
3,9,2,5.1,10075
3,9,3,4.8,10063
3,9,4,4.3,10054
3,9,5,3.9,10043
3,9,6,3.7,10033
3,9,7,3.4,10027
3,9,8,3.9,10022
3,9,9,4.5,10023
3,9,10,5.6,10019
3,9,11,6.1,10020
3,9,12,7.4,10019
3,9,13,7.9,10021
3,9,14,8.2,10024
3,9,15,7.8,10029
3,9,16,7.7,10032
3,9,17,7.0,10042
3,9,18,6.4,10055
3,9,19,5.5,10068
3,9,20,4.8,10079
3,9,21,5.0,10086
3,9,22,4.0,10091
3,9,23,3.2,10100
3,9,24,2.6,10109
3,10,1,2.2,10120
3,10,2,-0.1,10127
3,10,3,1.2,10136
3,10,4,-0.7,10144
3,10,5,0.6,10151
3,10,6,0.9,10159
3,10,7,1.5,10170
3,10,8,2.9,10179
3,10,9,4.7,10189
3,10,10,6.3,10195
3,10,11,7.2,10199
3,10,12,7.7,10203
3,10,13,8.5,10206
3,10,14,8.5,10209
3,10,15,8.2,10210
3,10,16,7.8,10217
3,10,17,7.1,10222
3,10,18,5.8,10230
3,10,19,5.4,10240
3,10,20,5.3,10248
3,10,21,5.0,10253
3,10,22,4.5,10255
3,10,23,4.4,10258
3,10,24,4.0,10261
3,11,1,3.4,10264
3,11,2,2.7,10267
3,11,3,2.2,10268
3,11,4,2.2,10268
3,11,5,2.0,10271
3,11,6,1.9,10277
3,11,7,2.3,10281
3,11,8,3.9,10283
3,11,9,6.0,10287
3,11,10,7.1,10293
3,11,11,7.4,10294
3,11,12,7.8,10294
3,11,13,7.0,10290
3,11,14,6.4,10289
3,11,15,7.2,10288
3,11,16,6.7,10288
3,11,17,5.7,10289
3,11,18,4.0,10295
3,11,19,3.0,10300
3,11,20,2.8,10304
3,11,21,2.5,10307
3,11,22,2.1,10309
3,11,23,1.8,10309
3,11,24,0.7,10305
3,12,1,0.6,10306
3,12,2,0.3,10305
3,12,3,0.8,10305
3,12,4,0.3,10305
3,12,5,0.1,10306
3,12,6,0.0,10309
3,12,7,0.7,10310
3,12,8,2.3,10312
3,12,9,3.8,10316
3,12,10,4.8,10316
3,12,11,6.1,10314
3,12,12,7.0,10313
3,12,13,8.0,10309
3,12,14,8.5,10307
3,12,15,9.3,10307
3,12,16,8.9,10308
3,12,17,7.9,10310
3,12,18,5.8,10315
3,12,19,5.5,10321
3,12,20,5.2,10325
3,12,21,3.7,10330
3,12,22,2.5,10333
3,12,23,2.2,10334
3,12,24,1.4,10337
3,13,1,1.2,10337
3,13,2,0.6,10337
3,13,3,0.9,10343
3,13,4,0.3,10348
3,13,5,-0.1,10353
3,13,6,0.3,10355
3,13,7,0.6,10355
3,13,8,2.0,10362
3,13,9,3.4,10365
3,13,10,5.1,10364
3,13,11,5.8,10364
3,13,12,7.1,10359
3,13,13,8.0,10355
3,13,14,8.8,10351
3,13,15,8.5,10345
3,13,16,8.1,10345
3,13,17,7.2,10347
3,13,18,6.2,10350
3,13,19,5.4,10354
3,13,20,4.9,10357
3,13,21,4.2,10359
3,13,22,4.0,10358
3,13,23,3.1,10359
3,13,24,2.7,10358
3,14,1,1.7,10356
3,14,2,1.2,10357
3,14,3,1.0,10353
3,14,4,0.5,10353
3,14,5,0.1,10354
3,14,6,-0.1,10357
3,14,7,0.3,10360
3,14,8,1.1,10357
3,14,9,2.7,10358
3,14,10,4.2,10354
3,14,11,5.8,10347
3,14,12,7.3,10343
3,14,13,8.3,10338
3,14,14,8.6,10335
3,14,15,8.1,10327
3,14,16,8.6,10324
3,14,17,8.2,10321
3,14,18,7.5,10322
3,14,19,6.2,10320
3,14,20,5.4,10317
3,14,21,5.1,10316
3,14,22,4.7,10313
3,14,23,2.9,10312
3,14,24,1.9,10309
3,15,1,1.3,10307
3,15,2,-0.1,10303
3,15,3,0.0,10301
3,15,4,0.6,10298
3,15,5,-0.5,10296
3,15,6,2.1,10300
3,15,7,2.3,10298
3,15,8,4.7,10298
3,15,9,5.1,10299
3,15,10,5.5,10296
3,15,11,6.3,10295
3,15,12,6.3,10290
3,15,13,7.0,10286
3,15,14,6.6,10284
3,15,15,7.2,10281
3,15,16,7.3,10278
3,15,17,7.8,10277
3,15,18,7.7,10279
3,15,19,7.7,10284
3,15,20,7.3,10285
3,15,21,7.4,10286
3,15,22,6.9,10288
3,15,23,6.4,10289
3,15,24,5.3,10288
3,16,1,4.3,10289
3,16,2,3.9,10289
3,16,3,2.9,10289
3,16,4,2.8,10294
3,16,5,2.3,10296
3,16,6,1.7,10299
3,16,7,2.1,10306
3,16,8,2.7,10309
3,16,9,4.8,10311
3,16,10,6.0,10310
3,16,11,7.0,10308
3,16,12,7.8,10306
3,16,13,8.2,10300
3,16,14,8.3,10296
3,16,15,8.7,10295
3,16,16,8.4,10295
3,16,17,7.6,10297
3,16,18,6.6,10301
3,16,19,6.1,10307
3,16,20,4.7,10311
3,16,21,4.7,10312
3,16,22,4.0,10314
3,16,23,4.0,10315
3,16,24,3.7,10313
3,17,1,2.6,10313
3,17,2,2.8,10310
3,17,3,2.3,10309
3,17,4,2.0,10311
3,17,5,1.7,10309
3,17,6,1.7,10309
3,17,7,3.0,10312
3,17,8,5.2,10314
3,17,9,6.8,10313
3,17,10,8.7,10309
3,17,11,9.6,10305
3,17,12,10.4,10299
3,17,13,10.6,10292
3,17,14,10.8,10286
3,17,15,9.9,10281
3,17,16,9.5,10276
3,17,17,7.7,10273
3,17,18,6.0,10275
3,17,19,5.0,10275
3,17,20,4.7,10274
3,17,21,4.3,10273
3,17,22,3.0,10272
3,17,23,3.4,10272
3,17,24,3.2,10268
3,18,1,3.3,10266
3,18,2,3.7,10260
3,18,3,4.2,10253
3,18,4,4.6,10249
3,18,5,4.6,10245
3,18,6,4.3,10244
3,18,7,4.9,10244
3,18,8,5.4,10243
3,18,9,5.5,10244
3,18,10,5.9,10244
3,18,11,6.1,10243
3,18,12,6.1,10241
3,18,13,6.2,10240
3,18,14,6.5,10236
3,18,15,6.9,10233
3,18,16,6.4,10232
3,18,17,6.4,10234
3,18,18,5.9,10236
3,18,19,5.7,10236
3,18,20,6.2,10235
3,18,21,6.5,10236
3,18,22,6.4,10236
3,18,23,6.4,10236
3,18,24,6.1,10237
3,19,1,6.2,10237
3,19,2,6.1,10234
3,19,3,5.9,10231
3,19,4,5.6,10231
3,19,5,5.5,10230
3,19,6,5.4,10233
3,19,7,5.4,10238
3,19,8,5.7,10242
3,19,9,6.0,10244
3,19,10,6.2,10247
3,19,11,6.8,10245
3,19,12,7.6,10244
3,19,13,7.5,10242
3,19,14,7.8,10240
3,19,15,7.4,10238
3,19,16,6.9,10240
3,19,17,6.5,10239
3,19,18,6.4,10239
3,19,19,6.4,10242
3,19,20,6.4,10243
3,19,21,6.5,10243
3,19,22,6.4,10243
3,19,23,6.1,10242
3,19,24,5.9,10240
3,20,1,5.0,10236
3,20,2,4.6,10231
3,20,3,4.8,10227
3,20,4,4.9,10225
3,20,5,5.0,10224
3,20,6,5.4,10225
3,20,7,5.7,10226
3,20,8,5.7,10228
3,20,9,7.5,10229
3,20,10,8.2,10229
3,20,11,8.5,10226
3,20,12,7.2,10224
3,20,13,7.3,10220
3,20,14,7.9,10214
3,20,15,7.7,10212
3,20,16,7.8,10209
3,20,17,7.3,10211
3,20,18,7.1,10212
3,20,19,6.9,10213
3,20,20,6.8,10215
3,20,21,6.8,10213
3,20,22,6.8,10215
3,20,23,6.8,10215
3,20,24,6.8,10214
3,21,1,6.9,10212
3,21,2,6.8,10209
3,21,3,6.9,10208
3,21,4,6.8,10207
3,21,5,6.8,10207
3,21,6,6.7,10209
3,21,7,7.2,10213
3,21,8,7.5,10215
3,21,9,7.7,10217
3,21,10,8.0,10217
3,21,11,8.5,10213
3,21,12,8.6,10208
3,21,13,8.4,10203
3,21,14,8.3,10198
3,21,15,7.9,10196
3,21,16,7.3,10192
3,21,17,6.8,10189
3,21,18,6.7,10191
3,21,19,6.7,10191
3,21,20,6.4,10192
3,21,21,6.5,10191
3,21,22,6.6,10189
3,21,23,6.6,10187
3,21,24,6.4,10183
3,22,1,6.5,10178
3,22,2,6.2,10175
3,22,3,5.9,10169
3,22,4,6.5,10168
3,22,5,6.5,10163
3,22,6,6.9,10163
3,22,7,7.5,10162
3,22,8,8.2,10161
3,22,9,8.9,10163
3,22,10,9.4,10163
3,22,11,8.9,10163
3,22,12,9.0,10162
3,22,13,8.5,10159
3,22,14,8.3,10154
3,22,15,7.8,10154
3,22,16,8.0,10151
3,22,17,7.8,10151
3,22,18,7.4,10154
3,22,19,7.1,10154
3,22,20,7.1,10153
3,22,21,6.5,10153
3,22,22,5.7,10151
3,22,23,4.6,10149
3,22,24,5.9,10146
3,23,1,6.5,10145
3,23,2,6.9,10143
3,23,3,7.0,10140
3,23,4,7.0,10140
3,23,5,6.9,10141
3,23,6,6.6,10142
3,23,7,7.4,10144
3,23,8,7.6,10144
3,23,9,8.1,10145
3,23,10,8.2,10147
3,23,11,8.4,10148
3,23,12,9.1,10149
3,23,13,8.8,10147
3,23,14,9.4,10144
3,23,15,8.4,10143
3,23,16,7.9,10144
3,23,17,7.8,10145
3,23,18,7.5,10148
3,23,19,7.4,10150
3,23,20,7.4,10150
3,23,21,7.3,10151
3,23,22,7.4,10152
3,23,23,7.1,10150
3,23,24,6.8,10149
3,24,1,6.8,10146
3,24,2,6.8,10146
3,24,3,6.8,10142
3,24,4,6.5,10139
3,24,5,6.1,10136
3,24,6,6.0,10139
3,24,7,6.7,10140
3,24,8,7.7,10140
3,24,9,8.2,10141
3,24,10,8.6,10143
3,24,11,9.6,10138
3,24,12,9.7,10136
3,24,13,10.3,10133
3,24,14,9.9,10132
3,24,15,9.1,10129
3,24,16,8.8,10129
3,24,17,8.2,10130
3,24,18,7.7,10129
3,24,19,7.5,10128
3,24,20,8.0,10124
3,24,21,7.6,10117
3,24,22,7.8,10113
3,24,23,7.6,10109
3,24,24,7.3,10107
3,25,1,7.3,10103
3,25,2,7.2,10097
3,25,3,7.2,10093
3,25,4,7.3,10088
3,25,5,7.4,10085
3,25,6,7.5,10084
3,25,7,7.7,10085
3,25,8,7.9,10089
3,25,9,7.2,10095
3,25,10,8.5,10104
3,25,11,8.5,10111
3,25,12,8.6,10120
3,25,13,8.9,10129
3,25,14,8.9,10137
3,25,15,9.3,10142
3,25,16,8.8,10150
3,25,17,8.1,10158
3,25,18,6.7,10166
3,25,19,4.4,10172
3,25,20,4.9,10180
3,25,21,2.0,10183
3,25,22,1.9,10182
3,25,23,0.4,10182
3,25,24,0.9,10181
3,26,1,2.2,10175
3,26,2,0.9,10173
3,26,3,0.3,10170
3,26,4,0.8,10163
3,26,5,2.4,10157
3,26,6,3.5,10157
3,26,7,5.6,10149
3,26,8,7.5,10141
3,26,9,9.1,10136
3,26,10,11.0,10129
3,26,11,12.5,10120
3,26,12,11.4,10116
3,26,13,12.5,10102
3,26,14,14.6,10092
3,26,15,14.6,10083
3,26,16,14.5,10073
3,26,17,14.2,10068
3,26,18,13.2,10064
3,26,19,13.2,10052
3,26,20,13.2,10042
3,26,21,13.2,10031
3,26,22,12.9,10022
3,26,23,12.9,10013
3,26,24,10.3,10030
3,27,1,7.8,10032
3,27,2,7.6,10030
3,27,3,7.7,10029
3,27,4,7.2,10031
3,27,5,7.1,10038
3,27,6,7.2,10043
3,27,7,7.4,10048
3,27,8,7.7,10049
3,27,9,8.8,10057
3,27,10,9.7,10061
3,27,11,9.9,10059
3,27,12,11.7,10058
3,27,13,11.1,10055
3,27,14,12.1,10053
3,27,15,12.3,10050
3,27,16,10.4,10053
3,27,17,8.7,10048
3,27,18,7.3,10053
3,27,19,6.5,10050
3,27,20,7.1,10045
3,27,21,7.7,10038
3,27,22,8.1,10031
3,27,23,8.3,10021
3,27,24,8.4,10008
3,28,1,8.5,9995
3,28,2,8.5,9976
3,28,3,9.0,9959
3,28,4,8.1,9945
3,28,5,7.8,9929
3,28,6,8.4,9910
3,28,7,9.2,9898
3,28,8,9.9,9888
3,28,9,10.4,9886
3,28,10,11.0,9890
3,28,11,10.4,9902
3,28,12,10.8,9912
3,28,13,11.1,9923
3,28,14,11.2,9931
3,28,15,10.7,9938
3,28,16,10.2,9943
3,28,17,9.5,9949
3,28,18,8.5,9954
3,28,19,8.1,9959
3,28,20,8.1,9965
3,28,21,8.3,9970
3,28,22,8.0,9972
3,28,23,8.0,9975
3,28,24,7.9,9980
3,29,1,7.7,9982
3,29,2,6.9,9988
3,29,3,5.9,9998
3,29,4,7.0,10002
3,29,5,7.1,10008
3,29,6,7.1,10015
3,29,7,7.7,10022
3,29,8,6.7,10029
3,29,9,7.2,10038
3,29,10,7.5,10044
3,29,11,9.6,10050
3,29,12,10.3,10054
3,29,13,10.1,10062
3,29,14,10.5,10064
3,29,15,10.0,10067
3,29,16,9.9,10070
3,29,17,9.5,10071
3,29,18,8.7,10072
3,29,19,8.2,10069
3,29,20,8.2,10065
3,29,21,7.9,10054
3,29,22,7.7,10041
